municipio_distrito;fecha_informe;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Madrid-Fuencarral-El Pardo                  ;2020/04/30 07:00:00;215;87,42;2775;1128,33;079608
Madrid-Moncloa-Aravaca                      ;2020/04/30 07:00:00;152;127,28;1253;1049,25;079609
Madrid-Latina                               ;2020/04/30 07:00:00;284;119,22;2589;1086,82;079610
Madrid-Carabanchel                          ;2020/04/30 07:00:00;277;109,44;2503;988,94;079611
Madrid-Usera                                ;2020/04/30 07:00:00;135;96,61;1326;948,9;079612
Madrid-Puente de Vallecas                   ;2020/04/30 07:00:00;227;96,65;2874;1223,72;079613
Madrid-San Blas - Canillejas                ;2020/04/30 07:00:00;108;68,29;1370;866,31;079620
Madrid-Barajas                              ;2020/04/30 07:00:00;28;57,21;409;835,63;079621
Madrid-Moratalaz                            ;2020/04/30 07:00:00;114;120,55;1256;1328,12;079614
Madrid-Ciudad Lineal                        ;2020/04/30 07:00:00;216;99,87;2088;965,4;079615
Madrid-Hortaleza                            ;2020/04/30 07:00:00;132;70,14;1655;879,44;079616
Madrid-Villaverde                           ;2020/04/30 07:00:00;151;101,38;1348;905,03;079617
Madrid-Villa de Vallecas                    ;2020/04/30 07:00:00;58;52,55;1156;1047,43;079618
Madrid-Vicálvaro                            ;2020/04/30 07:00:00;45;62,42;746;1034,8;079619
Pozuelo de Alarcón                          ;2020/04/30 07:00:00;150;173,57;729;843,54;1150  
Alcorcón                                    ;2020/04/30 07:00:00;154;90,32;1683;987,02;0072  
Navalcarnero                                ;2020/04/30 07:00:00;14;47,78;157;535,87;0967  
San Agustín del Guadalix                    ;2020/04/30 07:00:00;;37,37;57;426,04;1296  
Las Rozas de Madrid                         ;2020/04/30 07:00:00;116;121,07;714;745,19;1277  
Moraleja de Enmedio                         ;2020/04/30 07:00:00;;38,94;24;467,29;0894  
Valdaracete                                 ;2020/04/30 07:00:00;;0;;821,02;1551  
Pozuelo del Rey                             ;2020/04/30 07:00:00;;0;;174,37;1163  
Puebla de la Sierra                         ;2020/04/30 07:00:00;;0;;0;1185  
Perales de Tajuña                           ;2020/04/30 07:00:00;;34,07;8;272,57;1104  
Valdemorillo                                ;2020/04/30 07:00:00;9;71,9;46;367,47;1603  
Navalafuente                                ;2020/04/30 07:00:00;;69,01;6;414,08;0941  
Velilla de San Antonio                      ;2020/04/30 07:00:00;;40,86;66;539,39;1678  
Villanueva de la Cañada                     ;2020/04/30 07:00:00;26;121,24;127;592,21;1760  
Villanueva del Pardillo                     ;2020/04/30 07:00:00;9;52,39;82;477,3;1776  
Nuevo Baztán                                ;2020/04/30 07:00:00;;15,93;27;430,21;1006  
Villamantilla                               ;2020/04/30 07:00:00;;0;7;485,77;1757  
Villamanta                                  ;2020/04/30 07:00:00;;78,28;12;469,67;1744  
Cabanillas de la Sierra                     ;2020/04/30 07:00:00;;0;10;1322,75;0297  
Cenicientos                                 ;2020/04/30 07:00:00;;147,57;22;1082,14;0376  
Puentes Viejas                              ;2020/04/30 07:00:00;;0;;294,55;9020  
Aranjuez                                    ;2020/04/30 07:00:00;37;62,07;436;731,46;0133  
Cercedilla                                  ;2020/04/30 07:00:00;13;185,03;99;1409,05;0382  
Santorcaz                                   ;2020/04/30 07:00:00;;0;7;790,07;1369  
Coslada                                     ;2020/04/30 07:00:00;50;61,23;775;949,05;0493  
Morata de Tajuña                            ;2020/04/30 07:00:00;7;91,11;94;1223,48;0915  
Robregordo                                  ;2020/04/30 07:00:00;;0;;0;1261  
Navarredonda y San Mamés                    ;2020/04/30 07:00:00;;0;;1550,39;0973  
Venturada                                   ;2020/04/30 07:00:00;;0;;138,7;1697  
Navacerrada                                 ;2020/04/30 07:00:00;;100,94;16;538,36;0936  
Montejo de la Sierra                        ;2020/04/30 07:00:00;;0;;283,29;0881  
Fresno de Torote                            ;2020/04/30 07:00:00;;45,02;14;630,35;0571  
Pinilla del Valle                           ;2020/04/30 07:00:00;;0;;0;1126  
Valdemaqueda                                ;2020/04/30 07:00:00;;0;;512,16;1599  
Navas del Rey                               ;2020/04/30 07:00:00;;102,81;49;1679,23;0992  
Olmeda de las Fuentes                       ;2020/04/30 07:00:00;;0;;862,07;1013  
Bustarviejo                                 ;2020/04/30 07:00:00;;0;7;279,66;0284  
Becerril de la Sierra                       ;2020/04/30 07:00:00;7;122,51;30;525,03;0186  
Fuenlabrada                                 ;2020/04/30 07:00:00;128;66,08;1461;754,26;0587  
Garganta de los Montes                      ;2020/04/30 07:00:00;;0;;288,18;0626  
Pinto                                       ;2020/04/30 07:00:00;37;70,44;245;466,44;1132  
Alameda del Valle                           ;2020/04/30 07:00:00;;0;;0;0035  
Berzosa del Lozoya                          ;2020/04/30 07:00:00;;487,8;;975,61;0203  
Los Santos de la Humosa                     ;2020/04/30 07:00:00;;38,61;20;772,2;1375  
El Álamo                                    ;2020/04/30 07:00:00;12;126,72;69;728,62;0040  
Pelayos de la Presa                         ;2020/04/30 07:00:00;;77,04;16;616,33;1090  
Galapagar                                   ;2020/04/30 07:00:00;58;171,89;235;696,46;0611  
Griñón                                      ;2020/04/30 07:00:00;;48,45;80;775,27;0663  
Gargantilla del Lozoya y Pinilla de Buitrago;2020/04/30 07:00:00;;0;;949,37;0632  
Aldea del Fresno                            ;2020/04/30 07:00:00;12;422,83;54;1902,75;0088  
Carabaña                                    ;2020/04/30 07:00:00;;49,75;13;646,77;0357  
Talamanca de Jarama                         ;2020/04/30 07:00:00;;77,78;26;674,1;1454  
Chapinería                                  ;2020/04/30 07:00:00;;0;6;257,73;0513  
Ciempozuelos                                ;2020/04/30 07:00:00;33;134,19;196;797,01;0409  
Ajalvir                                     ;2020/04/30 07:00:00;;63,67;14;297,11;0029  
San Lorenzo de El Escorial                  ;2020/04/30 07:00:00;23;125,21;128;696,83;1317  
Gascones                                    ;2020/04/30 07:00:00;;0;;0;0647  
San Martín de la Vega                       ;2020/04/30 07:00:00;11;57,38;82;427,75;1322  
Móstoles                                    ;2020/04/30 07:00:00;178;85,09;1907;911,64;0920  
Leganés                                     ;2020/04/30 07:00:00;190;100,07;2842;1496,88;0745  
Braojos                                     ;2020/04/30 07:00:00;;0;;975,61;0246  
Cubas de la Sagra                           ;2020/04/30 07:00:00;;46,78;24;374,24;0506  
Algete                                      ;2020/04/30 07:00:00;7;33,96;101;490,03;0091  
Mejorada del Campo                          ;2020/04/30 07:00:00;7;30,08;170;730,43;0843  
Loeches                                     ;2020/04/30 07:00:00;;0;48;546,01;0758  
Parla                                       ;2020/04/30 07:00:00;61;46,88;716;550,24;1065  
Fuentidueña de Tajo                         ;2020/04/30 07:00:00;;48,71;17;828,06;0604  
Ambite                                      ;2020/04/30 07:00:00;;168,92;7;1182,43;0112  
Torremocha de Jarama                        ;2020/04/30 07:00:00;;0;8;785,08;1533  
Anchuelo                                    ;2020/04/30 07:00:00;;0;7;550,75;0127  
Los Molinos                                 ;2020/04/30 07:00:00;8;182,27;50;1139,21;0875  
Soto del Real                               ;2020/04/30 07:00:00;8;90,92;63;715,99;1441  
Valverde de Alcalá                          ;2020/04/30 07:00:00;;215,05;8;1720,43;1662  
Fuente el Saz de Jarama                     ;2020/04/30 07:00:00;7;104,54;32;477,9;0590  
Horcajo de la Sierra-Aoslos                 ;2020/04/30 07:00:00;;0;;2758,62;0702  
Valdeolmos-Alalpardo                        ;2020/04/30 07:00:00;;24,18;11;265,96;1625  
Campo Real                                  ;2020/04/30 07:00:00;;0;23;370,37;0339  
Valdeavero                                  ;2020/04/30 07:00:00;;0;7;450,45;1564  
Villamanrique de Tajo                       ;2020/04/30 07:00:00;;142,25;;568,99;1739  
Cobeña                                      ;2020/04/30 07:00:00;;26,93;65;875,07;0416  
Fresnedillas de la Oliva                    ;2020/04/30 07:00:00;;127,23;9;572,52;0565  
Valdilecha                                  ;2020/04/30 07:00:00;;34,09;17;579,61;1659  
El Berrueco                                 ;2020/04/30 07:00:00;;0;8;1052,63;0210  
Pezuela de las Torres                       ;2020/04/30 07:00:00;;0;;237,53;1111  
Villar del Olmo                             ;2020/04/30 07:00:00;;0;;198,91;1795  
Guadarrama                                  ;2020/04/30 07:00:00;45;280,69;183;1141,47;0685  
San Martín de Valdeiglesias                 ;2020/04/30 07:00:00;14;165,5;83;981,2;1338  
Torrelodones                                ;2020/04/30 07:00:00;102;430,07;242;1020,37;1527  
Boadilla del Monte                          ;2020/04/30 07:00:00;46;84,3;294;538,76;0225  
Torrejón de Velasco                         ;2020/04/30 07:00:00;;45,64;19;433,59;1505  
Villanueva de Perales                       ;2020/04/30 07:00:00;;0;;319,9;1782  
Tielmes                                     ;2020/04/30 07:00:00;;113,21;32;1207,55;1467  
San Sebastián de los Reyes                  ;2020/04/30 07:00:00;47;52,65;461;516,38;1343  
Guadalix de la Sierra                       ;2020/04/30 07:00:00;;16,09;34;547,15;0679  
Humanes de Madrid                           ;2020/04/30 07:00:00;12;60,78;105;531,83;0730  
Chinchón                                    ;2020/04/30 07:00:00;;37,52;25;468,96;0528  
Cadalso de los Vidrios                      ;2020/04/30 07:00:00;;32,91;8;263,24;0318  
Hoyo de Manzanares                          ;2020/04/30 07:00:00;9;106,71;33;391,27;0724  
Torrejón de la Calzada                      ;2020/04/30 07:00:00;;22,54;37;417,04;1492  
Estremera                                   ;2020/04/30 07:00:00;;79,37;9;714,29;0552  
Corpa                                       ;2020/04/30 07:00:00;;0;6;841,51;0480  
Meco                                        ;2020/04/30 07:00:00;;6,99;125;873,82;0838  
Madarcos                                    ;2020/04/30 07:00:00;;0;;0;0783  
Zarzalejo                                   ;2020/04/30 07:00:00;8;482,51;21;1266,59;1837  
Arganda del Rey                             ;2020/04/30 07:00:00;25;45,14;327;590,37;0148  
Collado Mediano                             ;2020/04/30 07:00:00;7;100,6;29;416,79;0468  
Daganzo de Arriba                           ;2020/04/30 07:00:00;;9,8;39;382,17;0534  
Manzanares El Real                          ;2020/04/30 07:00:00;;45,25;37;418,55;0822  
Buitrago del Lozoya                         ;2020/04/30 07:00:00;;53,08;15;796,18;0278  
Valdelaguna                                 ;2020/04/30 07:00:00;;0;;106,72;1570  
Valdepiélagos                               ;2020/04/30 07:00:00;;0;;0;1631  
Casarrubuelos                               ;2020/04/30 07:00:00;;0;10;264,69;0360  
Miraflores de la Sierra                     ;2020/04/30 07:00:00;;65,49;35;573,02;0856  
Paracuellos de Jarama                       ;2020/04/30 07:00:00;;7,91;68;269,1;1049  
El Vellón                                   ;2020/04/30 07:00:00;;51,07;13;663,94;1684  
Lozoya                                      ;2020/04/30 07:00:00;;0;;172,12;0761  
Collado Villalba                            ;2020/04/30 07:00:00;96;150,76;455;714,52;0474  
Colmenarejo                                 ;2020/04/30 07:00:00;6;65,72;41;449,07;0442  
Villavieja del Lozoya                       ;2020/04/30 07:00:00;;0;;0;1821  
Prádena del Rincón                          ;2020/04/30 07:00:00;;0;;0;1179  
La Cabrera                                  ;2020/04/30 07:00:00;;0;11;412,45;0301  
Sevilla la Nueva                            ;2020/04/30 07:00:00;32;343,42;92;987,34;1415  
La Acebeda                                  ;2020/04/30 07:00:00;;0;;0;0014  
Redueña                                     ;2020/04/30 07:00:00;;0;;769,23;1219  
Robledillo de la Jara                       ;2020/04/30 07:00:00;;0;;1250;1245  
La Serna del Monte                          ;2020/04/30 07:00:00;;0;;0;1381  
Colmenar de Oreja                           ;2020/04/30 07:00:00;;37,35;25;311,25;0437  
Rozas de Puerto Real                        ;2020/04/30 07:00:00;;188,68;;566,04;1283  
Valdemanco                                  ;2020/04/30 07:00:00;;0;;109,41;1586  
Brunete                                     ;2020/04/30 07:00:00;14;130,4;74;689,27;0262  
Titulcia                                    ;2020/04/30 07:00:00;;0;7;533,13;1473  
Villa del Prado                             ;2020/04/30 07:00:00;15;230,06;113;1733,13;1718  
Lozoyuela-Navas-Sieteiglesias               ;2020/04/30 07:00:00;;0;;230,95;9015  
Quijorna                                    ;2020/04/30 07:00:00;;145,39;22;639,72;1198  
Valdemoro                                   ;2020/04/30 07:00:00;44;57,91;717;943,63;1610  
Tres Cantos                                 ;2020/04/30 07:00:00;36;75,44;335;701,98;9036  
Torrelaguna                                 ;2020/04/30 07:00:00;;63,03;18;378,15;1512  
Rivas-Vaciamadrid                           ;2020/04/30 07:00:00;32;36,3;527;597,84;1230  
El Atazar                                   ;2020/04/30 07:00:00;;0;;0;0164  
Pedrezuela                                  ;2020/04/30 07:00:00;;50,92;24;407,33;1087  
Santa María de la Alameda                   ;2020/04/30 07:00:00;;318,98;;398,72;1356  
Horcajuelo de la Sierra                     ;2020/04/30 07:00:00;;0;;0;0719  
Arroyomolinos                               ;2020/04/30 07:00:00;9;28,67;156;496,88;0151  
Moralzarzal                                 ;2020/04/30 07:00:00;6;46,06;68;522,03;0908  
